name,routine,flags,list,xpos,ypos,zpos,xrot,yrot,zrot,xscl,yscl,zscl
MSBRISHORT,6F6770,6,2,2691.3996582031,638.06176757813,-7521.75,0,4000,0,3,1,1
KASOKU ,6CFBF0,2,2,2705.4323730469,648.06176757813,-7514.2119140625,0,4000,0,3,1,1
KASOKU ,6CFBF0,F,2,2705.4323730469,648.06176757813,-7514.2119140625,0,4000,0,3,1,1
KASOKU ,6CFBF0,F,2,2705.4323730469,648.06176757813,-7530.2119140625,0,4000,0,3,1,1
Rocket,6D4EA0,6,2,2754.1694335938,648.06176757813,-7521.8198242188,0,FFFFEB67,0,3568.029296875,258.06176757813,-7071.2661132813
Dash Panel,6CFBF0,2,2,3564.90234375,215.5,-7073.9228515625,0,FFFF8000,0,6,1,1
Launch Panel,6D7130,6,2,3566.6545410156,215.5,-7122.7333984375,0,0,0,3,1,1
Dash Panel,6CFBF0,F,2,3566.6545410156,215.5,-7122.7333984375,0,0,0,3,1,1
Dash Panel,6CFBF0,F,2,3548.90234375,215.5,-7073.9228515625,0,FFFF8000,0,6,1,1
Launch Panel,6D7130,6,2,3560.5727539063,-223,-7771.224609375,0,E523,0,5,9,1
Dash Panel,6CFBF0,2,2,3729.275390625,-73,-8005.98828125,0,9C15,0,4,1,1
Dash Panel,6CFBF0,2,2,3703.9643554688,-73,-8039.689453125,0,7E6D,0,8,1,1
Dash Panel,6CFBF0,2,2,3704.0671386719,-223,-8481.7998046875,0,8013,0,4,1,1
Dash Panel,6CFBF0,2,2,3720.0671386719,-136.33395385742,-8986.3603515625,F000,8000,0,7,1,1
Spring (Type B),6C4E90,2,2,3719.1381835938,-137.0343170166,-8902.8857421875,F000,0,0,1,1,0
Dash Panel,6CFBF0,F,2,3700.0671386719,-136.33395385742,-8986.3603515625,F000,8000,0,7,1,1
Dash Panel,6CFBF0,F,2,3740.0671386719,-136.33395385742,-8986.3603515625,F000,8000,0,7,1,1
MSBRIMINI,6F67A0,6,2,1980,-330.27194213867,-3672,0,0,0,1,1,1
Triple Spring,6D9310,2,2,1974.8421630859,-320.27194213867,-3629.978515625,0,4000,0,180,20,1
Dash Panel,6CFBF0,F,2,3741.275390625,-73,-8013.98828125,0,9C15,0,4,1,1
Spring (Type B),6C4E90,2,2,1986.8515625,409.86325073242,-3637.0393066406,4000,0,0,1,1,0
Dash Panel,6CFBF0,F,2,3724.0671386719,-223,-8481.7998046875,0,8013,0,4,1,1
Dash Panel,6CFBF0,F,2,3744.0671386719,-223,-8481.7998046875,0,8013,0,4,1,1
Dash Panel,6CFBF0,2,2,3715.0324707031,-187.42970275879,-9262.09375,FA39,7545,E689,6,1,1
Dash Panel,6CFBF0,2,2,3856.5766601563,-240.35639953613,-9389.4951171875,2B,379C,F5CF,6,1,1
Triple Spring,6D9310,2,2,4056.7119140625,-269,-9389.82421875,0,FFFFC000,0,6,1,1
Triple Spring,6D9310,2,2,4045.9382324219,74.821350097656,-9389.9541015625,8000,4000,1800,6,1,1
Launch Panel,6D7130,6,2,4315.55078125,-268.9992980957,-9394.2255859375,0,DE23,0,6,8,1
Dash Panel,6CFBF0,2,2,4759.623046875,-181,-9934.64453125,0,8000,0,7,1,1
Dash Panel,6CFBF0,2,2,4763.5,-181,-10209.020507813,0,8000,0,7,1,1
Dash Panel,6CFBF0,2,2,4756.5502929688,-181,-10371.581054688,0,4000,0,8,1,1
Dash Panel,6CFBF0,2,2,5069.9301757813,-181,-10369.99609375,0,0,0,8,1,1
Dash Panel,6CFBF0,2,2,4870.376953125,-76.943313598633,-10066.185546875,0,C000,E79F,5,1,1
Dash Panel,6CFBF0,2,2,4760.048828125,-31,-10315.75,0,8000,0,5,1,1
Dash Panel,6CFBF0,2,2,4760.7934570313,-31,-10373.852539063,0,4000,0,5,1,1
Dash Panel,6CFBF0,2,2,4916.119140625,-31,-10374.99609375,0,0,0,5,1,1
Triple Spring,6D9310,2,2,8268.6064453125,-231,-10409.278320313,0,FFFFB900,0,1,1,1
Spring (Type B),6C4E90,2,2,8256.869140625,-75.847137451172,-10407.28515625,4000,0,0,1,5,0
Spring (Type B),6C4E90,F,2,8252.869140625,-75.847137451172,-10327.28515625,0,0,C000,1,5,0
Dash Panel,6CFBF0,2,2,8783.7451171875,-170,-10325.990234375,0,6AA,0,6,1,1
LINKLINK,6E6EB0,2,2,2130.6391601563,-163.0654296875,-3373.2795410156,0,5,0,50,50,50
LINKLINK,6E6EB0,2,2,1988.1081542969,145.81803894043,-3989.7983398438,0,2,0,50,50,50
LINKLINK,6E6EB0,2,2,1978.0899658203,975.10333251953,-3610.5107421875,0,7,0,50,50,50
LINKLINK,6E6EB0,2,2,1978.0899658203,345.21142578125,-4464.4697265625,0,8,0,50,50,50
LINKLINK,6E6EB0,2,2,2326.30078125,609.74188232422,-5764.8950195313,0,0,A,50,50,50
